"period","practice_code","lsoa","population"
"2019-07-01","B82098","E01013435","91"
"2019-07-01","B82098","E01013441","69"
"2019-07-01","B82098","E01013442","44"
"2019-07-01","B82098","E01013443","58"
"2019-07-01","B82098","E01013444","46"
"2019-07-01","B82098","E01013445","63"
"2019-07-01","B82098","E01013446","96"
"2019-07-01","B82098","E01013447","50"
"2019-07-01","B82098","E01013448","69"
"2019-07-01","B82098","E01013449","57"
"2019-07-01","B82098","E01033067","655"
"2019-07-01","B82098","E01033068","379"
"2019-07-01","B82098","E01033069","393"
"2019-07-01","B82098","E01033070","1126"
"2019-07-01","B82100","E01013335","319"
"2019-07-01","B82100","E01013336","416"
"2019-07-01","B82100","E01013337","321"
"2019-07-01","B82100","E01013338","275"
"2019-07-01","B82100","E01013339","225"
"2019-07-01","B82100","E01013340","44"
"2019-07-01","B82100","E01013341","37"
"2019-07-01","B82100","E01013342","102"
"2019-07-01","B82100","E01013353","160"
"2019-07-01","B82100","E01013354","92"
"2019-07-01","B82100","E01013355","76"
"2019-07-01","B82100","E01013356","100"
"2019-07-01","B82100","E01013357","94"
"2019-07-01","B82100","E01013358","64"
"2019-07-01","B82100","E01013359","186"
"2019-07-01","B82100","E01013390","50"
"2019-07-01","B82100","E01013391","73"
"2019-07-01","B82100","E01013392","202"
"2019-07-01","B82100","E01013393","124"
"2019-07-01","B82100","E01013394","206"
"2019-07-01","B82100","E01013395","171"
"2019-07-01","B82100","E01013396","203"
"2019-07-01","B82100","E01013397","142"
"2019-07-01","B82100","E01013416","21"
"2019-07-01","B82100","E01013417","27"
"2019-07-01","B82100","E01013421","306"
"2019-07-01","B82100","E01013422","115"
"2019-07-01","B82100","E01013423","292"
"2019-07-01","B82100","E01013424","268"
"2019-07-01","B82100","E01013425","254"
"2019-07-01","B82100","E01013426","56"
"2019-07-01","B82100","E01013427","61"
"2019-07-01","B82100","E01013429","25"
"2019-07-01","B82100","E01013431","27"
"2019-07-01","B82100","E01013432","23"
"2019-07-01","B82100","E01013441","299"
"2019-07-01","B82100","E01013442","266"
"2019-07-01","B82100","E01013443","246"
"2019-07-01","B82100","E01013444","386"
"2019-07-01","B82100","E01013445","323"
"2019-07-01","B82100","E01013446","212"
"2019-07-01","B82100","E01013447","197"
"2019-07-01","B82100","E01013448","221"
"2019-07-01","B82100","E01013449","212"
"2019-07-01","B82100","E01027684","25"
"2019-07-01","B82100","E01027875","106"
"2019-07-01","B82103","E01013348","25"
"2019-07-01","B82103","E01013363","21"
"2019-07-01","B82103","E01013378","27"
"2019-07-01","B82103","E01013379","257"
"2019-07-01","B82103","E01013380","342"
"2019-07-01","B82103","E01013381","164"
"2019-07-01","B82103","E01013382","57"
"2019-07-01","B82103","E01013383","223"
"2019-07-01","B82103","E01013384","147"
"2019-07-01","B82103","E01013385","45"
"2019-07-01","B82103","E01013386","33"
"2019-07-01","B82103","E01013387","168"
"2019-07-01","B82103","E01013388","114"
"2019-07-01","B82103","E01013389","163"
"2019-07-01","B82103","E01013398","23"
"2019-07-01","B82103","E01013399","27"
"2019-07-01","B82103","E01013400","22"
"2019-07-01","B82103","E01013401","22"
"2019-07-01","B82103","E01013405","21"
"2019-07-01","B82103","E01013406","29"
"2019-07-01","B82103","E01013419","68"
"2019-07-01","B82103","E01013420","25"
"2019-07-01","B82105","E01011697","41"
"2019-07-01","B82105","E01011707","24"
"2019-07-01","B82105","E01011709","22"
"2019-07-01","B82105","E01011710","57"
"2019-07-01","B82105","E01011711","21"
"2019-07-01","B82105","E01011712","93"
"2019-07-01","B82105","E01013421","47"
"2019-07-01","B82105","E01027684","160"
"2019-07-01","B82105","E01027875","768"
"2019-07-01","B82105","E01027888","355"
"2019-07-01","B82105","E01027904","1082"
"2019-07-01","B82105","E01027918","1295"
"2019-07-01","B82105","E01027919","1011"
"2019-07-01","B82105","E01027920","980"
"2019-07-01","B82105","E01027921","1497"
"2019-07-01","B82105","E01027922","1279"
"2019-07-01","B82619","E01027622","52"
"2019-07-01","B82619","E01027774","62"
"2019-07-01","B82619","E01027775","62"
"2019-07-01","B82619","E01027778","293"
"2019-07-01","B82619","E01027782","456"
"2019-07-01","B82619","E01027785","21"
"2019-07-01","B82619","E01027786","28"
"2019-07-01","B82619","E01027797","102"
"2019-07-01","B82619","E01027799","130"
"2019-04-01","All","E01011297","305"
"2019-04-01","All","E01011298","1258"
"2019-04-01","All","E01011299","54"
"2019-04-01","All","E01011697","41"
"2019-04-01","All","E01011707","23"
"2019-04-01","All","E01011709","22"
"2019-04-01","All","E01011710","56"
"2019-04-01","All","E01011712","96"
"2019-04-01","All","E01012922","25"
"2019-04-01","All","E01012981","22"
"2019-04-01","All","E01013022","155"
"2019-04-01","All","E01013052","2205"
"2019-04-01","All","E01013053","1465"
"2019-04-01","All","E01013054","2354"
"2019-04-01","All","E01013055","1449"
"2019-04-01","All","E01013056","1663"
"2019-04-01","All","E01013057","1647"
"2019-04-01","All","E01013058","1441"
"2019-04-01","All","E01013059","1688"
"2019-04-01","All","E01013060","1960"
"2019-04-01","All","E01013061","1643"
"2019-04-01","All","E01013119","1282"
"2019-04-01","All","E01013120","148"
"2019-04-01","All","E01013121","27"
"2019-04-01","All","E01013122","962"
"2019-04-01","All","E01013123","42"
"2019-04-01","All","E01013124","62"
"2019-04-01","All","E01013125","166"
"2019-04-01","All","E01013126","1680"
"2019-04-01","All","E01013127","1501"
"2019-04-01","All","E01013335","1764"
"2019-04-01","All","E01013336","1604"
"2019-04-01","All","E01013337","1711"
"2019-04-01","All","E01013338","2413"
"2019-04-01","All","E01013339","1608"
"2019-04-01","All","E01013340","1409"
"2019-04-01","All","E01013341","1423"
"2019-04-01","All","E01013342","1516"
"2019-04-01","All","E01013343","1880"
"2019-04-01","All","E01013344","1655"
"2019-04-01","All","E01013345","1731"
"2019-04-01","All","E01013346","1765"
"2019-04-01","All","E01013347","1739"
"2019-04-01","All","E01013348","2256"
"2019-04-01","All","E01013349","1558"
"2019-04-01","All","E01013350","1724"
"2019-04-01","All","E01013351","2073"
"2019-04-01","All","E01013352","1764"
"2019-04-01","All","E01013353","1647"
"2019-04-01","All","E01013354","1400"
"2019-04-01","All","E01013355","1719"
"2019-04-01","All","E01013356","1449"
"2019-04-01","All","E01013357","2546"
"2019-04-01","All","E01013358","1538"
"2019-04-01","All","E01013359","1609"
"2019-04-01","All","E01013360","1898"
"2019-04-01","All","E01013361","1810"
"2019-04-01","All","E01013362","1846"
"2019-04-01","All","E01013363","3114"
"2019-04-01","All","E01013364","1937"
"2019-04-01","All","E01013365","2731"
"2019-04-01","All","E01013366","2181"
"2019-04-01","All","E01013368","2120"
"2019-04-01","All","E01013369","1912"
"2019-04-01","All","E01013370","1501"
"2019-04-01","All","E01013371","1487"
"2019-04-01","All","E01013372","1704"
"2019-04-01","All","E01013373","1597"
"2019-04-01","All","E01013374","1572"
"2019-04-01","All","E01013375","1298"
"2019-04-01","All","E01013376","1518"
"2019-04-01","All","E01013377","1679"
"2019-04-01","All","E01013378","9382"
"2019-04-01","All","E01013379","1464"
"2019-04-01","All","E01013380","1837"
"2019-04-01","All","E01013381","1533"
"2019-04-01","All","E01013382","1709"
"2019-04-01","All","E01013383","2480"
"2019-04-01","All","E01013384","1851"
"2019-04-01","All","E01013385","1466"
"2019-04-01","All","E01013386","1861"
"2019-04-01","All","E01013387","1565"
"2019-04-01","All","E01013388","968"
"2019-04-01","All","E01013389","1234"
"2019-04-01","All","E01013390","1700"
"2019-04-01","All","E01013391","1967"
"2019-04-01","All","E01013392","1712"
"2019-04-01","All","E01013393","1550"
"2019-04-01","All","E01013394","1466"
"2019-04-01","All","E01013395","1548"
"2019-04-01","All","E01013396","1618"
"2019-04-01","All","E01013397","1584"
"2019-04-01","All","E01013398","1664"
"2019-04-01","All","E01013399","1845"
"2019-04-01","All","E01013400","1802"
"2019-04-01","All","E01013401","1628"
"2019-04-01","All","E01013402","1758"
"2019-04-01","All","E01013403","1753"
"2019-04-01","All","E01013404","1602"
"2019-04-01","All","E01013405","1443"
"2019-04-01","All","E01013406","2152"
"2019-04-01","All","E01013407","1501"
"2019-04-01","All","E01013408","1312"
"2019-04-01","All","E01013409","1864"
"2019-04-01","All","E01013410","1485"
"2019-04-01","All","E01013411","1534"
"2019-04-01","All","E01013412","2129"
"2019-04-01","All","E01013413","1710"
"2019-04-01","All","E01013414","1785"
"2019-04-01","All","E01013416","1624"
"2019-04-01","All","E01013417","2041"
"2019-04-01","All","E01013418","1640"
"2019-04-01","All","E01013419","2429"
"2019-04-01","All","E01013420","2032"
"2019-04-01","All","E01013421","1338"
"2019-04-01","All","E01013422","1813"
"2019-04-01","All","E01013423","1351"
"2019-04-01","All","E01013424","1323"
"2019-04-01","All","E01013425","1588"
"2019-04-01","All","E01013426","1631"
"2019-04-01","All","E01013427","1512"
"2019-04-01","All","E01013428","1758"
"2019-04-01","All","E01013429","2155"
"2019-04-01","All","E01013430","1476"
"2019-04-01","All","E01013431","1911"
"2019-04-01","All","E01013432","2003"
"2019-04-01","All","E01013433","1401"
"2019-04-01","All","E01013434","1561"
"2019-04-01","All","E01013435","1484"
"2019-04-01","All","E01013436","1562"
"2019-04-01","All","E01013437","1275"
"2019-04-01","All","E01013438","1989"
"2019-04-01","All","E01013439","1633"
"2019-04-01","All","E01013440","1937"
"2019-04-01","All","E01013441","1553"
"2019-04-01","All","E01013442","1530"
"2019-04-01","All","E01013443","1794"
"2019-04-01","All","E01013444","1674"
"2019-04-01","All","E01013445","1692"
"2019-04-01","All","E01013446","1769"
"2019-04-01","All","E01013447","1750"
"2019-04-01","All","E01013448","1559"
"2019-04-01","All","E01013449","1704"
"2019-04-01","All","E01013450","1329"
"2019-04-01","All","E01013451","1259"
"2019-04-01","All","E01013452","1693"
"2019-04-01","All","E01027594","1989"
"2019-04-01","All","E01027595","1595"
"2019-04-01","All","E01027596","1447"
"2019-04-01","All","E01027600","726"
"2019-04-01","All","E01027601","1929"
"2019-04-01","All","E01027619","2032"
"2019-04-01","All","E01027622","1817"
"2019-04-01","All","E01027627","43"
"2019-04-01","All","E01027634","1996"
"2019-04-01","All","E01027635","31"
"2019-04-01","All","E01027636","553"
"2019-04-01","All","E01027684","302"
"2019-04-01","All","E01027696","2092"
"2019-04-01","All","E01027774","288"
"2019-04-01","All","E01027775","227"
"2019-04-01","All","E01027776","1564"
"2019-04-01","All","E01027777","1306"
"2019-04-01","All","E01027778","477"
"2019-04-01","All","E01027780","1737"
"2019-04-01","All","E01027781","1187"
"2019-04-01","All","E01027782","591"
"2019-04-01","All","E01027783","1726"
"2019-04-01","All","E01027784","1634"
"2019-04-01","All","E01027786","26"
"2019-04-01","All","E01027792","2201"
"2019-04-01","All","E01027793","1539"
"2019-04-01","All","E01027794","2002"
"2019-04-01","All","E01027795","1614"
"2019-04-01","All","E01027797","1501"
"2019-04-01","All","E01027799","1722"
"2019-04-01","All","E01027800","1197"
"2019-04-01","All","E01027801","884"
"2019-04-01","All","E01027802","542"
"2019-04-01","All","E01027803","51"
"2019-04-01","All","E01027875","1871"
"2019-04-01","All","E01027876","1582"
"2019-04-01","All","E01027877","1554"
"2019-04-01","All","E01027878","1298"
"2019-04-01","All","E01027879","1444"
"2019-04-01","All","E01027880","1505"
"2019-04-01","All","E01027881","1599"
"2019-04-01","All","E01027882","1924"
"2019-04-01","All","E01027883","768"
"2019-04-01","All","E01027884","1206"
"2019-04-01","All","E01027885","1049"
"2019-04-01","All","E01027886","1413"
"2019-04-01","All","E01027887","1533"
"2019-04-01","All","E01027888","1834"
"2019-04-01","All","E01027890","712"
"2019-04-01","All","E01027891","565"
"2019-04-01","All","E01027892","238"
"2019-04-01","All","E01027893","1937"
"2019-04-01","All","E01027894","2241"
"2019-04-01","All","E01027895","1524"
"2019-04-01","All","E01027896","1878"
"2019-04-01","All","E01027897","2199"
"2019-04-01","All","E01027898","2828"
"2019-04-01","All","E01027899","1039"
"2019-04-01","All","E01027900","1911"
"2019-04-01","All","E01027901","1713"
"2019-04-01","All","E01027902","1491"
"2019-04-01","All","E01027903","1496"
"2019-04-01","All","E01027904","2317"
"2019-04-01","All","E01027905","2560"
"2019-04-01","All","E01027906","1628"
"2019-04-01","All","E01027907","1594"
"2019-04-01","All","E01027908","1730"
"2019-04-01","All","E01027909","2254"
"2019-04-01","All","E01027910","4148"
"2019-04-01","All","E01027911","1524"
"2019-04-01","All","E01027912","860"
"2019-04-01","All","E01027913","1234"
"2019-04-01","All","E01027914","1592"
"2019-04-01","All","E01027915","1926"
"2019-04-01","All","E01027916","1589"
"2019-04-01","All","E01027917","2708"
"2019-04-01","All","E01027918","1304"
"2019-04-01","All","E01027919","1019"
"2019-04-01","All","E01027920","983"
"2019-04-01","All","E01027921","1495"
"2019-04-01","All","E01027922","1280"
"2019-04-01","All","E01027923","25"
"2019-04-01","All","E01033067","1613"
"2019-04-01","All","E01033068","1239"
"2019-04-01","All","E01033069","1117"
"2019-04-01","All","E01033070","3140"
"2019-04-01","B81036","E01012922","25"
"2019-04-01","B81036","E01012981","22"
"2019-04-01","B81036","E01013022","26"
"2019-04-01","B81036","E01013052","2205"
"2019-04-01","B81036","E01013053","1465"
"2019-04-01","B81036","E01013054","2354"
"2019-04-01","B81036","E01013055","1449"
"2019-04-01","B81036","E01013056","1663"
"2019-04-01","B81036","E01013057","531"
"2019-04-01","B81036","E01013058","1302"
"2019-04-01","B81036","E01013059","824"
"2019-04-01","B81036","E01013060","35"
"2019-04-01","B81036","E01013061","21"
"2019-04-01","B81036","E01013119","1170"
"2019-04-01","B81036","E01013120","148"
"2019-04-01","B81036","E01013121","27"
"2019-04-01","B81036","E01013122","876"
"2019-04-01","B81036","E01013123","42"
"2019-04-01","B81036","E01013124","62"
"2019-04-01","B81036","E01013125","166"
"2019-04-01","B81036","E01013126","1135"
"2019-04-01","B81036","E01013127","819"
"2019-04-01","B81036","E01027803","28"
"2019-04-01","B82002","E01027594","1736"
"2019-04-01","B82002","E01027595","1345"
"2019-04-01","B82002","E01027596","1276"
"2019-04-01","B82002","E01027600","603"
"2019-04-01","B82002","E01027601","451"
"2019-04-01","B82002","E01027619","277"
"2019-04-01","B82002","E01027622","407"
"2019-04-01","B82002","E01027634","530"
"2019-04-01","B82002","E01027635","31"
"2019-04-01","B82002","E01027636","501"
"2019-04-01","B82005","E01013061","21"
"2019-04-01","B82005","E01013335","458"
"2019-04-01","B82005","E01013336","341"
"2019-04-01","B82005","E01013337","353"
"2019-04-01","B82005","E01013338","1037"
"2019-04-01","B82005","E01013339","452"
"2019-04-01","B82005","E01013340","88"
"2019-04-01","B82005","E01013341","134"
"2019-04-01","B82005","E01013342","79"
"2019-04-01","B82005","E01013343","226"
"2019-04-01","B82005","E01013344","150"
"2019-04-01","B82005","E01013345","270"
"2019-04-01","B82005","E01013346","349"
"2019-04-01","B82005","E01013347","537"
"2019-04-01","B82005","E01013348","451"
"2019-04-01","B82005","E01013349","781"
"2019-04-01","B82005","E01013350","650"
"2019-04-01","B82005","E01013351","99"
"2019-04-01","B82005","E01013352","70"
"2019-04-01","B82005","E01013353","473"
"2019-04-01","B82005","E01013354","277"
"2019-04-01","B82005","E01013355","265"
"2019-04-01","B82005","E01013356","282"
"2019-04-01","B82005","E01013357","550"
"2019-04-01","B82005","E01013358","304"
"2019-04-01","B82005","E01013359","543"
"2019-04-01","B82005","E01013360","1306"
"2019-04-01","B82005","E01013361","457"
"2019-04-01","B82005","E01013362","915"
"2019-04-01","B82005","E01013363","724"
"2019-04-01","B82005","E01013364","509"
"2019-04-01","B82005","E01013365","1973"
"2019-04-01","B82005","E01013366","242"
"2019-04-01","B82005","E01013368","355"
"2019-04-01","B82005","E01013369","273"
"2019-04-01","B82005","E01013370","37"
"2019-04-01","B82005","E01013371","41"
"2019-04-01","B82005","E01013372","22"
"2019-04-01","B82005","E01013373","59"
"2019-04-01","B82005","E01013374","55"
"2019-04-01","B82005","E01013375","36"
"2019-04-01","B82005","E01013376","46"
"2019-04-01","B82005","E01013377","54"
"2019-04-01","B82005","E01013378","538"
"2019-04-01","B82005","E01013379","809"
"2019-04-01","B82005","E01013380","728"
"2019-04-01","B82005","E01013381","912"
"2019-04-01","B82005","E01013382","1133"
"2019-04-01","B82005","E01013383","968"
"2019-04-01","B82005","E01013384","1080"
"2019-04-01","B82005","E01013385","1021"
"2019-04-01","B82005","E01013386","1021"
"2019-04-01","B82005","E01013387","890"
"2019-04-01","B82005","E01013388","482"
"2019-04-01","B82005","E01013389","755"
"2019-04-01","B82005","E01013390","695"
"2019-04-01","B82005","E01013391","474"
"2019-04-01","B82005","E01013392","747"
"2019-04-01","B82005","E01013393","669"
"2019-04-01","B82005","E01013394","461"
"2019-04-01","B82005","E01013395","439"
"2019-04-01","B82005","E01013396","344"
"2019-04-01","B82005","E01013397","368"
"2019-04-01","B82005","E01013398","990"
"2019-04-01","B82005","E01013399","1329"
"2019-04-01","B82005","E01013400","676"
"2019-04-01","B82005","E01013401","1008"
"2019-04-01","B82005","E01013402","648"
"2019-04-01","B82005","E01013403","771"
"2019-04-01","B82005","E01013404","229"
"2019-04-01","B82005","E01013405","403"
"2019-04-01","B82005","E01013406","1024"
"2019-04-01","B82005","E01013407","118"
"2019-04-01","B82005","E01013408","98"
"2019-04-01","B82005","E01013409","279"
"2019-04-01","B82005","E01013410","130"
"2019-04-01","B82005","E01013411","238"
"2019-04-01","B82005","E01013412","322"
"2019-04-01","B82005","E01013413","363"
"2019-04-01","B82005","E01013414","232"
"2019-04-01","B82005","E01013416","577"
"2019-04-01","B82005","E01013417","193"
"2019-04-01","B82005","E01013418","873"
"2019-04-01","B82005","E01013419","1427"
"2019-04-01","B82005","E01013420","909"
"2019-04-01","B82005","E01013421","156"
"2019-04-01","B82005","E01013422","264"
"2019-04-01","B82005","E01013423","49"
"2019-04-01","B82005","E01013424","61"
"2019-04-01","B82005","E01013425","93"
"2019-04-01","B82005","E01013426","98"
"2019-04-01","B82005","E01013427","96"
"2019-04-01","B82005","E01013428","853"
"2019-04-01","B82005","E01013429","596"
"2019-04-01","B82005","E01013430","136"
"2019-04-01","B82005","E01013431","609"
"2019-04-01","B82005","E01013432","604"
"2019-04-01","B82005","E01013433","421"
"2019-04-01","B82005","E01013434","475"
"2019-04-01","B82005","E01013435","540"
"2019-04-01","B82005","E01013436","80"
"2019-04-01","B82005","E01013437","125"
"2019-04-01","B82005","E01013438","27"
"2019-04-01","B82005","E01013439","37"
"2019-04-01","B82005","E01013440","23"
"2019-04-01","B82005","E01013441","358"
"2019-04-01","B82005","E01013442","366"
"2019-04-01","B82005","E01013443","704"
"2019-04-01","B82005","E01013444","436"
"2019-04-01","B82005","E01013445","560"
"2019-04-01","B82005","E01013446","818"
"2019-04-01","B82005","E01013447","913"
"2019-04-01","B82005","E01013448","630"
"2019-04-01","B82005","E01013449","560"
"2019-04-01","B82005","E01013450","318"
"2019-04-01","B82005","E01013451","22"
"2019-04-01","B82005","E01013452","76"
"2019-04-01","B82005","E01027619","37"
"2019-04-01","B82005","E01027696","1918"
"2019-04-01","B82005","E01027797","23"
"2019-04-01","B82005","E01027875","55"
"2019-04-01","B82005","E01027900","27"
"2019-04-01","B82005","E01027901","29"
"2019-04-01","B82005","E01027902","46"
"2019-04-01","B82005","E01027903","29"
"2019-04-01","B82005","E01033067","489"
"2019-04-01","B82005","E01033068","319"
"2019-04-01","B82005","E01033069","370"
"2019-04-01","B82005","E01033070","214"
"2019-04-01","B82018","E01013022","64"
"2019-04-01","B82018","E01013365","82"
"2019-04-01","B82018","E01013450","637"
"2019-04-01","B82018","E01013452","267"
"2019-04-01","B82018","E01027876","141"
"2019-04-01","B82018","E01027877","244"
"2019-04-01","B82018","E01027897","282"
"2019-04-01","B82018","E01027900","1645"
"2019-04-01","B82018","E01027901","403"
"2019-04-01","B82018","E01027902","732"
"2019-04-01","B82018","E01027903","1396"
"2019-04-01","B82021","E01013335","61"
"2019-04-01","B82021","E01013336","48"
"2019-04-01","B82021","E01013337","88"
"2019-04-01","B82021","E01013338","104"
"2019-04-01","B82021","E01013339","94"
"2019-04-01","B82021","E01013340","98"
"2019-04-01","B82021","E01013341","72"
"2019-04-01","B82021","E01013342","77"
"2019-04-01","B82021","E01013345","23"
"2019-04-01","B82021","E01013346","28"
"2019-04-01","B82021","E01013353","136"
"2019-04-01","B82021","E01013354","54"
"2019-04-01","B82021","E01013355","167"
"2019-04-01","B82021","E01013356","75"
"2019-04-01","B82021","E01013357","540"
"2019-04-01","B82021","E01013358","546"
"2019-04-01","B82021","E01013359","72"
"2019-04-01","B82021","E01013364","25"
"2019-04-01","B82021","E01013366","30"
"2019-04-01","B82021","E01013390","76"
"2019-04-01","B82021","E01013391","559"
"2019-04-01","B82021","E01013392","74"
"2019-04-01","B82021","E01013393","112"
"2019-04-01","B82021","E01013394","65"
"2019-04-01","B82021","E01013395","259"
"2019-04-01","B82021","E01013396","128"
"2019-04-01","B82021","E01013397","460"
"2019-04-01","B82021","E01013412","297"
"2019-04-01","B82021","E01013413","318"
"2019-04-01","B82021","E01013414","140"
"2019-04-01","B82021","E01013416","391"
"2019-04-01","B82021","E01013417","1178"
"2019-04-01","B82021","E01013418","145"
"2019-04-01","B82021","E01013421","54"
"2019-04-01","B82021","E01013422","42"
"2019-04-01","B82021","E01013423","32"
"2019-04-01","B82021","E01013424","23"
"2019-04-01","B82021","E01013425","52"
"2019-04-01","B82021","E01013427","37"
"2019-04-01","B82021","E01013432","27"
"2019-04-01","B82021","E01013435","21"
"2019-04-01","B82021","E01013441","86"
"2019-04-01","B82021","E01013442","35"
"2019-04-01","B82021","E01013443","91"
"2019-04-01","B82021","E01013444","60"
"2019-04-01","B82021","E01013445","87"
"2019-04-01","B82021","E01013446","39"
"2019-04-01","B82021","E01013447","46"
"2019-04-01","B82021","E01013448","59"
"2019-04-01","B82021","E01013449","78"
"2019-04-01","B82021","E01027875","81"
"2019-04-01","B82021","E01033068","214"
"2019-04-01","B82021","E01033069","165"
"2019-04-01","B82021","E01033070","25"
"2019-04-01","B82026","E01013335","450"
"2019-04-01","B82026","E01013336","368"
"2019-04-01","B82026","E01013337","545"
"2019-04-01","B82026","E01013338","371"
"2019-04-01","B82026","E01013339","457"
"2019-04-01","B82026","E01013341","26"
"2019-04-01","B82026","E01013346","27"
"2019-04-01","B82026","E01013348","41"
"2019-04-01","B82026","E01013351","52"
"2019-04-01","B82026","E01013353","176"
"2019-04-01","B82026","E01013354","161"
"2019-04-01","B82026","E01013355","138"
"2019-04-01","B82026","E01013356","143"
"2019-04-01","B82026","E01013357","165"
"2019-04-01","B82026","E01013358","82"
"2019-04-01","B82026","E01013359","197"
"2019-04-01","B82026","E01013370","1315"
"2019-04-01","B82026","E01013371","1308"
"2019-04-01","B82026","E01013372","1574"
"2019-04-01","B82026","E01013373","1372"
"2019-04-01","B82026","E01013374","1335"
"2019-04-01","B82026","E01013375","1143"
"2019-04-01","B82026","E01013376","1357"
"2019-04-01","B82026","E01013377","1471"
"2019-04-01","B82026","E01013379","35"
"2019-04-01","B82026","E01013385","41"
"2019-04-01","B82026","E01013386","82"
"2019-04-01","B82026","E01013387","58"
"2019-04-01","B82026","E01013388","92"
"2019-04-01","B82026","E01013389","27"
"2019-04-01","B82026","E01013390","85"
"2019-04-01","B82026","E01013391","93"
"2019-04-01","B82026","E01013392","212"
"2019-04-01","B82026","E01013393","124"
"2019-04-01","B82026","E01013394","160"
"2019-04-01","B82026","E01013395","119"
"2019-04-01","B82026","E01013396","247"
"2019-04-01","B82026","E01013397","108"
"2019-04-01","B82026","E01013404","890"
"2019-04-01","B82026","E01013405","480"
"2019-04-01","B82026","E01013406","439"
"2019-04-01","B82026","E01013407","936"
"2019-04-01","B82026","E01013408","767"
"2019-04-01","B82026","E01013409","728"
"2019-04-01","B82026","E01013410","1090"
"2019-04-01","B82026","E01013411","654"
"2019-04-01","B82026","E01013412","25"
"2019-04-01","B82026","E01013414","23"
"2019-04-01","B82026","E01013417","28"
"2019-04-01","B82026","E01013419","23"
"2019-04-01","B82026","E01013421","299"
"2019-04-01","B82026","E01013422","1114"
"2019-04-01","B82026","E01013423","34"
"2019-04-01","B82026","E01013425","30"
"2019-04-01","B82026","E01013426","1378"
"2019-04-01","B82026","E01013427","1219"
"2019-04-01","B82026","E01013429","45"
"2019-04-01","B82026","E01013430","163"
"2019-04-01","B82026","E01013432","70"
"2019-04-01","B82026","E01013433","35"
"2019-04-01","B82026","E01013434","60"
"2019-04-01","B82026","E01013435","31"
"2019-04-01","B82026","E01013436","477"
"2019-04-01","B82026","E01013437","935"
"2019-04-01","B82026","E01013438","268"
"2019-04-01","B82026","E01013439","167"
"2019-04-01","B82026","E01013440","321"
"2019-04-01","B82026","E01013441","259"
"2019-04-01","B82026","E01013442","516"
"2019-04-01","B82026","E01013443","317"
"2019-04-01","B82026","E01013444","461"
"2019-04-01","B82026","E01013445","370"
"2019-04-01","B82026","E01013446","349"
"2019-04-01","B82026","E01013447","284"
"2019-04-01","B82026","E01013448","272"
"2019-04-01","B82026","E01013449","353"
"2019-04-01","B82026","E01027601","37"
"2019-04-01","B82026","E01027619","80"
"2019-04-01","B82026","E01027684","93"
"2019-04-01","B82026","E01027696","174"
"2019-04-01","B82026","E01027797","107"
"2019-04-01","B82026","E01027799","37"
"2019-04-01","B82031","E01027886","102"
"2019-04-01","B82031","E01027887","31"
"2019-04-01","B82031","E01027888","1247"
"2019-04-01","B82031","E01027891","30"
"2019-04-01","B82031","E01027893","111"
"2019-04-01","B82031","E01027898","609"
"2019-04-01","B82031","E01027899","317"
"2019-04-01","B82031","E01027904","1114"
"2019-04-01","B82031","E01027914","1336"
"2019-04-01","B82031","E01027915","1376"
"2019-04-01","B82031","E01027916","1264"
"2019-04-01","B82031","E01027917","2191"
"2019-04-01","B82031","E01027922","22"
"2019-04-01","B82033","E01027774","203"
"2019-04-01","B82033","E01027776","1174"
"2019-04-01","B82033","E01027777","322"
"2019-04-01","B82033","E01027783","29"
"2019-04-01","B82033","E01027792","2119"
"2019-04-01","B82033","E01027793","1495"
"2019-04-01","B82033","E01027794","1928"
"2019-04-01","B82033","E01027795","1571"
"2019-04-01","B82033","E01027800","229"
"2019-04-01","B82033","E01027801","884"
"2019-04-01","B82033","E01027802","542"
"2019-04-01","B82041","E01027876","362"
"2019-04-01","B82041","E01027877","361"
"2019-04-01","B82041","E01027878","395"
"2019-04-01","B82041","E01027879","659"
"2019-04-01","B82041","E01027880","794"
"2019-04-01","B82041","E01027881","864"
"2019-04-01","B82041","E01027882","938"
"2019-04-01","B82041","E01027883","545"
"2019-04-01","B82041","E01027884","775"
"2019-04-01","B82041","E01027885","1009"
"2019-04-01","B82041","E01027886","317"
"2019-04-01","B82041","E01027887","343"
"2019-04-01","B82041","E01027890","368"
"2019-04-01","B82041","E01027893","332"
"2019-04-01","B82041","E01027894","484"
"2019-04-01","B82041","E01027895","501"
"2019-04-01","B82041","E01027896","309"
"2019-04-01","B82041","E01027897","459"
"2019-04-01","B82041","E01027901","1147"
"2019-04-01","B82041","E01027902","605"
"2019-04-01","B82041","E01027903","71"
"2019-04-01","B82041","E01027905","482"
"2019-04-01","B82041","E01027906","213"
"2019-04-01","B82041","E01027907","253"
"2019-04-01","B82041","E01027908","233"
"2019-04-01","B82041","E01027909","423"
"2019-04-01","B82041","E01027910","1121"
"2019-04-01","B82041","E01027911","621"
"2019-04-01","B82041","E01027912","448"
"2019-04-01","B82041","E01027913","487"
"2019-04-01","B82047","E01013343","47"
"2019-04-01","B82047","E01013344","22"
"2019-04-01","B82047","E01013345","34"
"2019-04-01","B82047","E01013348","28"
"2019-04-01","B82047","E01013351","60"
"2019-04-01","B82047","E01013352","51"
"2019-04-01","B82047","E01013360","462"
